"ibge","no_cidade","area_territorial","co_regiao_saude"
"150320","Igarapé-Açu","785.978","15008"
"313180","Itabirinha","208.982","31038"
"270600","Olivença","172.961","27009"
"351800","Guarani d'Oeste","85.53","35154"
"355190","Severínia","140.432","35051"
"500793","Sonora","4075.43","50001"
"130395","São Sebastião do Uatumã","10741.1","13004"
"412610","São Tomé","218.624","41013"
"410170","Araruna","493.192","41011"
"431970","São Valentim","154.189","43016"
"314540","Olaria","178.242","31090"
"170215","Araguanã","836.028","17001"
"230150","Arneiroz","1066.36","23014"
"270240","Delmiro Gouveia","607.81","27010"
"170330","Bom Jesus do Tocantins","1332.67","17004"
"250550","Vista Serrana","61.361","25006"
"316110","São Francisco","3308.09","31049"
"420287","Brunópolis","335.513","42008"
"210235","Buritirana","818.421","21008"
"170320","Bernardo Sayão","926.885","17004"
"421189","Painel","739.842","42013"
"280450","Nossa Senhora da Glória","756.486","28005"
"411690","Nova Esperança","401.588","41015"
"420240","Blumenau","519.835","42006"
"290230","Aratuípe","181.139","29022"
"310480","Augusto de Lima","1254.83","31019"
"250960","Monte Horebe","116.172","25009"
"314580","Onça de Pitangui","246.976","31032"
"290300","Barra do Mendes","1540.65","29010"
"420220","Benedito Novo","388.209","42006"
"290080","Alcobaça","1481.27","29026"
"510623","Nova Olímpia","1549.82","51007"
"521500","Nova Veneza","123.377","52001"
"210700","Montes Altos","1488.33","21008"
"520110","Anápolis","933.156","52011"
"500070","Anastácio","2949.14","50001"
"353010","Mirandópolis","918.801","35022"
"250940","Mogeiro","193.943","25012"
"292110","Medeiros Neto","1238.74","29026"
"352920","Martinópolis","1252.72","35112"
"431164","Linha Nova","63.733","43023"
"210610","Loreto","3596.83","21003"
"352810","Macaubal","248.125","35157"
"110175","Vale do Anari","3135.15","11003"
"260880","Lajedo","189.095","26004"
"410200","Assis Chateaubriand","969.589","41020"
"411380","Lupionópolis","121.066","41017"
"291960","Macajuba","650.285","29011"
"421900","Urussanga","240.477","42015"
"330610","Valença","1304.81","33004"
"240590","João Dias","88.172","24006"
"220558","Lagoa do Piauí","426.632","22004"
"330230","Laje do Muriaé","249.974","33007"
"411150","Ivaiporã","431.503","41022"
"521160","Ivolândia","1257.66","52009"
"241460","Upanema","873.926","24002"
"313695","Juvenília","1064.69","31076"
"270410","Lagoa da Canoa","88.45","27007"
"432225","Tupandi","59.542","43008"
"241450","Umarizal","213.582","24006"
"211260","Urbano Santos","1207.63","21009"
"330200","Itaguaí","275.867","33005"
"313350","Itapecerica","1040.52","31086"
"210540","Itapecuru Mirim","1471.43","21009"
"431846","São José do Herval","103.094","43029"
"352240","Itapeva","1826.26","35162"
"171110","Itaporã do Tocantins","972.975","17004"
"280730","Telha","49.026","28007"
"412760","Tijucas do Sul","672.202","41002"
"316905","Tocos do Moji","114.705","31007"
"211178","Serrano do Maranhão","1207.05","21011"
"432050","Sertão","439.473","43017"
"251593","Sertãozinho","32.798","25002"
"160025","Itaubal","1703.96","16001"
"313065","Indaiabira","1004.15","31085"
"150330","Igarapé-Miri","1996.83","15011"
"291430","Iramaia","1947.34","29015"
"150340","Inhangapi","471.433","15008"
"420780","Irani","327.049","42010"
"230500","Guaraciaba do Norte","611.461","23013"
"241415","Tenente Laurentino Cruz","74.376","24004"
"313210","Itacarambi","1225.27","31053"
"231335","Tejuçuoca","781.741","23002"
"316680","Serra do Salitre","1295.27","31057"
"411060","Iporã","647.896","41012"
"510790","Sinop","3942.22","51014"
"510455","Itaúba","4528.43","51010"
"220490","Isaías Coelho","776.05","22008"
"130400","Silves","3748.83","13004"
"355260","Tabapuã","345.565","35151"
"172080","Sítio Novo do Tocantins","324.105","17002"
"431975","São Vendelino","32.087","43026"
"330570","Sumidouro","395.516","33009"
"354390","Rio Claro","498.707","35104"
"290730","Castro Alves","711.727","29022"
"420400","Catanduvas","198.034","42008"
"354370","Rincão","315.851","35031"
"521730","Pirenópolis","2205.01","52011"
"353660","Paulo de Faria","738.29","35155"
"315180","Poços de Caldas","547.261","31006"
"431442","Picada Café","85.146","43023"
"290682","Canudos","3219.3","29016"
"330090","Cambuci","561.698","33007"
"311080","Campanário","442.397","31096"
"314730","Paraisópolis","331.238","31003"
"314830","Paula Cândido","268.321","31061"
"314500","Nova Ponte","1111.01","31075"
"292330","Ouriçangas","155.089","29001"
"240145","Baraúna","825.701","24002"
"290850","Conceição do Jacuípe","117.529","29006"
"353180","Monte Mor","240.481","35072"
"314437","Natalândia","468.659","31058"
"520005","Abadia de Goiás","146.778","52001"
"320020","Alegre","772.717","32004"
"353100","Monções","104.237","35157"
"421070","Matos Costa","432.179","42009"
"290140","Angical","1527.94","29002"
"310375","Araporã","295.837","31075"
"421950","Xanxerê","377.554","42003"
"211270","Vargem Grande","1957.74","21009"
"270500","Mata Grande","907.977","27010"
"522157","Uirapuru","1153.47","52013"
"355470","Torrinha","310.699","35064"
"432232","Turuçu","253.636","43021"
"293245","Umburanas","1670.48","29014"
"316540","Sapucaí-Mirim","285.075","31003"
"240510","Jandaíra","435.945","24003"
"291590","Itanagra","490.526","29001"
"313360","Itapeva","177.347","31007"
"330513","São José de Ubá","250.28","33007"
"500780","Selvíria","3258.33","50004"
"316557","Senador Amaral","151.098","31007"
"316590","Senador Modestino Gonçalves","952.054","31026"
"431850","São José do Norte","1118.11","43021"
"313170","Itabira","1253.7","31021"
"291180","Guaratinga","2325.38","29018"
"312950","Ibiá","2704.13","31070"
"420675","Ibiam","147.329","42009"
"251470","São José do Sabugi","206.914","25006"
"522010","São Luís de Montes Belos","825.999","52010"
"211150","São Mateus do Maranhão","783.22","21007"
"251500","São Miguel de Taipu","92.526","25012"
"221039","São Miguel do Fidalgo","813.44","22011"
"412570","São Miguel do Iguaçu","851.304","41009"
"330490","São Gonçalo","247.709","33006"
"270870","São Miguel dos Milagres","76.744","27002"
"316220","São João Batista do Glória","547.908","31092"
"351940","Ibirá","271.912","35155"
"522005","São João da Paraúna","287.825","52010"
"313010","Igarapé","110.262","31017"
"316210","São Gotardo","866.087","31082"
"280240","Gararu","654.991","28005"
"291125","Gavião","369.876","29006"
"221010","São José do Peixe","1287.17","22011"
"431915","São Miguel das Missões","1229.85","43011"
"251445","São José dos Ramos","98.231","25012"
"172020","São Miguel do Tocantins","398.819","17002"
"431930","São Paulo das Missões","223.887","43014"
"241240","São José do Seridó","174.504","24004"
"351670","Garça","555.63","35093"
"351680","Gastão Vidigal","180.938","35157"
"316310","São José da Varginha","205.501","31032"
"351560","Fernando Prestes","170.67","35151"
"351690","General Salgado","493.348","35157"
"291130","Gentio do Ouro","3700.12","29010"
"410860","Goioerê","564.165","41011"
"210465","Governador Newton Bello","1160.49","21014"
"316060","Santo Hipólito","430.656","31019"
"351770","Guará","362.482","35083"
"420530","Faxinal dos Guedes","339.639","42003"
"312595","Fervedouro","357.683","31042"
"291085","Filadélfia","570.077","29024"
"520920","Guapó","516.844","52001"
"270260","Feira Grande","172.746","27007"
"354940","São Joaquim da Barra","410.597","35082"
"211105","São João do Paraíso","2053.83","21008"
"412430","Santo Antônio do Paraíso","165.904","41018"
"316040","Santo Antônio do Monte","1125.78","31087"
"251390","São Bento","248.199","25008"
"431780","Santo Augusto","468.105","43013"
"412402","Santa Tereza do Oeste","326.191","41010"
"431805","São Domingos do Sul","78.952","43017"
"410870","Grandes Rios","314.199","41016"
"230435","Forquilha","516.99","23011"
"260570","Floresta","3644.15","26012"
"220420","Francisco Santos","491.86","22009"
"312320","Dores do Indaiá","1111.2","31028"
"260545","Fernando de Noronha","17.017","26010"
"354840","Santópolis do Aguapeí","127.906","35023"
"210400","Esperantinópolis","480.914","21010"
"270820","São Brás","139.944","27006"
"251398","São Francisco","95.055","25010"
"312738","Goianá","152.039","31097"
"110148","São Felipe D'Oeste","541.647","11002"
"211080","São Félix de Balsas","2032.36","21003"
"354760","Santa Rosa de Viterbo","288.577","35132"
"270270","Feliz Deserto","91.839","27006"
"312590","Ferros","1088.79","31021"
"292820","Santana","1820.1","29021"
"421590","São Bonifácio","461.302","42007"
"290190","Aporá","561.822","29001"
"290210","Araci","1556.13","29025"
"354770","Santo Anastácio","552.537","35112"
"354800","Santo Antônio de Posse","153.997","35072"
"315980","Santa Vitória","3001.36","31073"
"220380","Flores do Piauí","946.727","22011"
"312675","Franciscópolis","717.086","31099"
"312640","Fortuna de Minas","198.709","31024"
"261280","Santa Terezinha","195.585","26001"
"520810","Formoso","844.288","52008"
"220415","Francisco Macedo","155.278","22009"
"354560","Santa Adélia","330.895","35151"
"210390","Duque Bacelar","317.918","21005"
"430680","Encantado","139.16","43029"
"351440","Dracena","488.042","35111"
"320210","Ecoporanga","2283.23","32003"
"420550","Fraiburgo","546.254","42009"
"230450","Frecheirinha","181.239","23011"
"250580","Duas Estradas","26.261","25002"
"312410","Esmeraldas","911.418","31017"
"520850","Goiandira","564.687","52005"
"500400","Glória de Dourados","491.749","50003"
"352010","Igarapava","468.246","35083"
"260600","Garanhuns","458.55","26004"
"260540","Feira Nova","107.725","26006"
"320230","Guaçuí","467.759","32004"
"354625","Santa Cruz da Esperança","148.062","35133"
"421480","Rio do Sul","258.402","42004"
"412020","Porto Rico","217.676","41014"
"353520","Palmeira d'Oeste","319.222","35153"
"220860","Prata do Piauí","196.325","22010"
"310910","Bueno Brandão","356.151","31007"
"330420","Resende","1095.25","33004"
"354230","Redenção da Serra","309.366","35174"
"354165","Quadra","205.663","35161"
"431445","Pinhal","68.209","43015"
"431505","Porto Mauá","105.561","43014"
"355420","Tejupá","296.276","35061"
"290200","Aracatu","1489.77","29003"
"250073","Amparo","121.984","25005"
"170210","Araguaína","4000.4","17001"
"412215","Rio Bonito do Iguaçu","746.123","41005"
"292550","Prado","1740.3","29026"
"150611","Quatipuru","324.253","15009"
"420170","Ascurra","111.673","42006"
"220040","Altos","957.65","22004"
"355700","Votorantim","183.653","35163"
"520120","Anhanguera","56.95","52005"
"520235","Arenópolis","1074.59","52009"
"260100","Angelim","118.036","26004"
"230100","Aquiraz","482.566","23001"
"430720","Erval Grande","285.915","43016"
"312420","Espera Feliz","317.637","31042"
"291040","Encruzilhada","1982.47","29028"
"290050","Érico Cardoso","701.413","29003"
"350350","Areias","305.227","35172"
"150277","Curionópolis","2368.74","15003"
"520340","Bom Jardim de Goiás","1899.48","52009"
"430830","Fontoura Xavier","583.467","43019"
"312083","Cuparaque","226.75","31040"
"270110","Branquinha","166.322","27003"
"240180","Brejinho","61.558","24001"
"350680","Bocaina","363.927","35064"
"353970","Platina","326.734","35092"
"420208","Bandeirante","146.256","42001"
"430020","Ajuricaba","323.24","43013"
"521805","Porteirão","603.941","52015"
"500060","Amambai","4202.33","50003"
"231050","Pedra Branca","1303.28","23008"
"315057","Pintópolis","1228.73","31049"
"315090","Piranguçu","203.619","31003"
"510630","Paranatinga","24166.1","51013"
"330390","Petrópolis","795.798","33009"
"353620","Pariquera-Açu","359.305","35121"
"421227","Passos Maia","614.434","42003"
"432240","Uruguaiana","5715.79","43003"
"411880","Peabiru","468.596","41011"
"250135","Assunção","126.427","25016"
"320410","Pinheiros","975.36","32003"
"315070","Pirajuba","337.98","31071"
"220840","Piripiri","1408.93","22003"
"521760","Planaltina","2538.2","52003"
"510860","Vila Rica","7431.06","51003"
"412870","Vitorino","308.276","41007"
"412853","Ventania","759.368","41021"
"221130","Valença do Piauí","1334.62","22010"
"220340","Dom Expedito Lopes","219.072","22009"
"320510","Viana","311.606","32002"
"317130","Viçosa","299.418","31061"
"311840","Conselheiro Pena","1483.88","31040"
"410645","Coronel Domingos Soares","1576.22","41007"
"430470","Carazinho","665.094","43017"
"330115","Cardoso Moreira","524.633","33007"
"231350","Trairi","925.717","23006"
"311800","Congonhas","304.066","31078"
"311980","Córrego Danta","657.425","31030"
"292260","Nilo Peçanha","399.349","29027"
"210360","Coroatá","2263.77","21007"
"270230","Coruripe","918.208","27006"
"240040","Água Nova","50.684","24006"
"420460","Criciúma","235.627","42015"
"291260","Ibiquera","945.269","29011"
"291120","Gandu","243.15","29027"
"291840","Juazeiro","6500.68","29016"
"290770","Chorrochó","3005.31","29017"
"314675","Palmópolis","433.153","31094"
"521560","Padre Bernardo","3138.86","52018"
"430595","Cotiporã","172.376","43025"
"352350","Itatinga","979.819","35063"
"291190","Iaçu","2451.49","29011"
"330370","Paraíba do Sul","580.525","33003"
"353790","Pilar do Sul","681.124","35163"
"316650","Serra Azul de Minas","218.594","31095"
"251580","Serra Redonda","55.905","25016"
"261040","Parnamirim","2595.92","26007"
"521630","Paranaiguara","1153.83","52015"
"314770","Passa Tempo","429.172","31088"
"220695","Novo Santo Antônio","481.705","22001"
"355290","Taciba","607.312","35112"
"130426","Uarini","10246.2","13008"
"241380","Taboleiro Grande","124.093","24006"
"421870","Tubarão","300.335","42016"
"412788","Tunas do Paraná","668.479","41002"
"251670","Teixeira","160.899","25006"
"410570","Clevelândia","704.636","41007"
"520890","Goiás","3108.02","52012"
"351100","Castilho","1065.8","35022"
"170305","Bandeirantes do Tocantins","1541.84","17004"
"110155","Teixeirópolis","459.979","11003"
"430390","Campo Bom","60.51","43007"
"432135","Tavares","604.253","43005"
"314435","Naque","127.173","31037"
"520815","Gameleira de Goiás","591.994","52011"
"310510","Bambuí","1455.82","31030"
"431065","Itati","206.911","43004"
"430558","Colinas","58.374","43030"
"140023","Caroebe","12066.2","14002"
"411670","Nova Aurora","474.013","41010"
"310740","Bom Despacho","1223.86","31028"
"290225","Arataca","375.205","29009"
"170100","Ananás","1576.97","17002"
"220710","Olho D'Água do Piauí","219.597","22004"
"130050","Barreirinha","5750.55","13005"
"430465","Capão do Cipó","1008.65","43002"
"421175","Otacílio Costa","846.58","42013"
"280490","Pacatuba","373.816","28007"
"431531","Quatro Irmãos","267.987","43016"
"355270","Tabatinga","369.557","35032"
"411727","Nova Tebas","545.687","41022"
"510621","Nova Canaã do Norte","5966.19","51010"
"314315","Monte Formoso","385.552","31065"
"314510","Nova Resende","390.152","31092"
"431335","Nova Roma do Sul","149.054","43026"
"270880","São Sebastião","315.103","27007"
"353140","Monte Aprazível","496.906","35156"
"316600","Senhora de Oliveira","170.749","31079"
"231300","Solonópole","1536.16","23008"
"432085","Tabaí","94.755","43008"
